Phi_global	P_surf	H2O_kg_total	H2O_vmr	CO2_kg_total	CO2_vmr	O2_kg_total	O2_vmr	H2_vmr	CH4_vmr	CO_kg_total	CO_vmr	N2_vmr	S2_vmr	SO2_vmr	H2S_vmr
9.9639191831e-01	3.4839713585e+02	1.8015318820e+22	5.5074123417e-03	6.9518594432e+20	1.1247961524e-01	2.0397978017e+18	6.6599147369e-04	4.8601874665e-03	2.8735984584e-10	2.7831295647e+21	8.6874233780e-01	7.7294566928e-03	5.3507673864e-06	2.8702876605e-33	9.6022967595e-06
9.9631741244e-01	3.4840091034e+02	1.8015268170e+22	5.5081439400e-03	6.9511556472e+20	1.1247112536e-01	2.0429075369e+18	6.6699957223e-04	4.8609834524e-03	2.8730960358e-10	2.7831693625e+21	8.6874833993e-01	7.7294028232e-03	5.3544452149e-06	2.8702565646e-33	9.6045436516e-06
9.9624262622e-01	3.4840473142e+02	1.8015215407e+22	5.5088767655e-03	6.9504267387e+20	1.1246222292e-01	2.0461758034e+18	6.6805931873e-04	4.8617880873e-03	2.8725305742e-10	2.7832106157e+21	8.6875469501e-01	7.7293468803e-03	5.3582729413e-06	2.8702250854e-33	9.6068084614e-06
9.9616755800e-01	3.4840860073e+02	1.8015160440e+22	5.5096107558e-03	6.9496716717e+20	1.1245289024e-01	2.0496099086e+18	6.6917309371e-04	4.8626016513e-03	2.8718993279e-10	2.7832533852e+21	8.6876141819e-01	7.7292887760e-03	5.3622570424e-06	2.8701932097e-33	9.6090916488e-06
9.9609220594e-01	3.4841251948e+02	1.8015103201e+22	5.5103458719e-03	6.9488896924e+20	1.1244311459e-01	2.0532153801e+18	6.7034269725e-04	4.8634243572e-03	2.8712003665e-10	2.7832977149e+21	8.6876852029e-01	7.7292284460e-03	5.3664022774e-06	2.8701609273e-33	9.6113935634e-06
9.9601656828e-01	3.4841648844e+02	1.8015043651e+22	5.5110820985e-03	6.9480803847e+20	1.1243288896e-01	2.0569956669e+18	6.7156925152e-04	4.8642563366e-03	2.8704326956e-10	2.7833436289e+21	8.6877600713e-01	7.7291658540e-03	5.3707114106e-06	2.8701282321e-33	9.6137144196e-06
9.9594064377e-01	3.4842050781e+02	1.8014981783e+22	5.5118194421e-03	6.9472437008e+20	1.1242221253e-01	2.0609519373e+18	6.7285313510e-04	4.8650976289e-03	2.8695963287e-10	2.7833911302e+21	8.6878387908e-01	7.7291009940e-03	5.3751850272e-06	2.8700951224e-33	9.6160542728e-06
9.9586442938e-01	3.4842457735e+02	1.8014917618e+22	5.5125579555e-03	6.9463799661e+20	1.1241109089e-01	2.0650829868e+18	6.7419395265e-04	4.8659481991e-03	2.8686923428e-10	2.7834401997e+21	8.6879213092e-01	7.7290338907e-03	5.3798214814e-06	2.8700616001e-33	9.6184130790e-06
9.9578792403e-01	3.4842869620e+02	1.8014851213e+22	5.5132976990e-03	6.9454898854e+20	1.1239953596e-01	2.0693852433e+18	6.7559053709e-04	4.8668079041e-03	2.8677228193e-10	2.7834907967e+21	8.6880075193e-01	7.7289646003e-03	5.3846168775e-06	2.8700276725e-33	9.6207905930e-06
9.9571112535e-01	3.4843286307e+02	1.8014782651e+22	5.5140387723e-03	6.9445745048e+20	1.1238756549e-01	2.0738529255e+18	6.7704100094e-04	4.8676765294e-03	2.8666907989e-10	2.7835428602e+21	8.6880972628e-01	7.7288932074e-03	5.3895652663e-06	2.8699933502e-33	9.6231864698e-06
9.9563403035e-01	3.4843707624e+02	1.8014712042e+22	5.5147813036e-03	6.9436351727e+20	1.1237520240e-01	2.0784782811e+18	6.7854281423e-04	4.8685537916e-03	2.8656001574e-10	2.7835963119e+21	8.6881903365e-01	7.7288198216e-03	5.3946588757e-06	2.8699586473e-33	9.6256002613e-06
9.9555663633e-01	3.4844133364e+02	1.8014639519e+22	5.5155254379e-03	6.9426734891e+20	1.1236247382e-01	2.0832519050e+18	6.8009290815e-04	4.8694393438e-03	2.8644554457e-10	2.7836510588e+21	8.6882865003e-01	7.7287445734e-03	5.3998884139e-06	2.8699235810e-33	9.6280314141e-06
